CustomerID,Age,Gender,Location,OrderID,ProductID,Category,Price,Quantity,Discount(%),PaymentMethod,PurchaseDate,Rating,ShipmentTime(days),LateDelivery,CourierPartner,LastLogin(days),PurchaseFrequency,CartAbandonmentRate,ClicksPerSession,Revenue,Returned,ReturnReason,ChurnRiskScore
1126,54.0,Female,Urban,932961,10327,Electronics,83.01,1,20,Credit Card,2023-02-08 06:00:00,5.0,1.6,False,FedEx,1,Low,1.0,1,66.41,False,Wrong Item,1.0
4177,30.0,Male,Rural,989327,98301,Books,40.78,4,5,Net Banking,2023-02-08 07:00:00,5.0,,False,UPS,19,High,0.06,9,154.96,False,Other,0.17
9795,22.0,Female,Urban,938146,80775,Beauty,116.12,1,10,Net Banking,2023-02-08 08:00:00,3.0,2.2,False,FedEx,7,Medium,0.02,9,104.51,False,Damaged,0.12
7024,28.0,Female,Rural,319831,85614,Electronics,97.84,3,10,Debit Card,2023-02-08 09:00:00,4.0,2.6,False,FedEx,22,High,0.96,7,264.17,False,Other,0.83
6109,27.0,Other,Suburban,224750,17038,Home,123.17,1,0,Net Banking,2023-02-08 10:00:00,1.0,3.4,False,UPS,36,High,0.44,6,123.17,False,Other,0.85
5146,69.0,Male,Rural,545295,18048,Clothing,134.52,2,10,COD,2023-02-08 11:00:00,4.0,0.7,False,DHL,15,Medium,0.61,5,242.14,False,,0.55
8196,30.0,Other,Suburban,745171,24954,Electronics,116.0,2,10,Net Banking,2023-02-08 12:00:00,1.0,3.8,False,Amazon Logistics,54,Medium,0.75,4,208.8,False,Damaged,0.28
4368,58.0,Male,Urban,243622,67541,Electronics,126.41,2,5,Credit Card,2023-02-08 13:00:00,1.0,3.5,False,FedEx,21,Medium,0.74,3,240.18,False,No Longer Needed,0.31
4797,63.0,Male,Suburban,357391,55471,Electronics,181.78,1,0,Credit Card,2023-02-08 14:00:00,3.0,2.5,True,Amazon Logistics,55,Medium,0.65,4,181.78,False,Wrong Item,0.3
2792,67.0,Male,Rural,450340,78315,Books,85.45,1,5,Debit Card,2023-02-08 15:00:00,3.0,3.4,False,Amazon Logistics,45,Medium,0.47,4,81.18,False,Damaged,0.87
6732,32.0,Other,Suburban,422529,23225,Beauty,38.78,2,5,Net Banking,2023-02-08 16:00:00,2.0,3.6,True,Amazon Logistics,7,Medium,0.58,5,73.68,False,,0.02
4476,59.0,Other,Urban,951168,95256,Clothing,115.7,4,15,Credit Card,2023-02-08 17:00:00,1.0,5.2,False,Amazon Logistics,54,High,0.73,6,393.38,False,Wrong Item,0.71
4417,24.0,Other,Suburban,916700,23531,Clothing,35.93,1,0,Net Banking,2023-02-08 18:00:00,1.0,6.8,True,DHL,52,Medium,0.85,2,35.93,False,,0.96
2645,57.0,Other,Suburban,605871,80871,Beauty,43.92,4,5,Net Banking,2023-02-08 19:00:00,1.0,1.4,False,DHL,53,Medium,0.13,8,166.9,False,Wrong Item,0.75
4030,45.0,Female,Rural,759650,19530,Books,58.89,3,20,Credit Card,2023-02-08 20:00:00,3.0,1.1,False,Amazon Logistics,42,Medium,0.28,6,141.34,False,,0.49
3872,49.0,Female,Rural,548250,69035,Books,37.46,3,10,Net Banking,2023-02-08 21:00:00,1.0,3.2,False,UPS,42,Medium,0.4,9,101.14,False,,0.08
4072,52.0,Female,Suburban,916570,34791,Beauty,158.43,3,0,Debit Card,2023-02-08 22:00:00,2.0,-0.1,True,Amazon Logistics,25,Low,0.67,3,475.29,False,,0.03
2854,32.0,Male,Urban,350927,11649,Beauty,102.45,3,15,Debit Card,2023-02-08 23:00:00,5.0,4.0,False,FedEx,39,High,0.4,7,261.25,False,Wrong Item,0.21
5021,65.0,Female,Suburban,486794,23472,Home,135.34,2,5,Credit Card,2023-02-09 00:00:00,2.0,3.2,False,Amazon Logistics,22,High,0.24,6,257.15,False,No Longer Needed,0.61
5662,53.0,Male,Urban,899864,78398,Books,125.51,1,20,COD,2023-02-09 01:00:00,5.0,3.6,True,DHL,15,Low,0.03,4,100.41,False,Damaged,0.45
7514,38.0,Other,Urban,691346,37134,Electronics,89.5,3,10,COD,2023-02-09 02:00:00,3.0,2.5,False,FedEx,20,High,0.84,2,241.65,False,Wrong Item,0.6
6031,23.0,Male,Urban,158175,76453,Clothing,148.03,2,10,Net Banking,2023-02-09 03:00:00,4.0,3.4,False,FedEx,57,High,0.42,6,266.45,False,No Longer Needed,0.09
3708,18.0,Male,Suburban,133329,22444,Books,75.87,3,20,Debit Card,2023-02-09 04:00:00,3.0,3.7,False,DHL,39,Medium,0.33,3,182.09,False,Damaged,0.83
8112,21.0,Female,Urban,505544,51121,Beauty,91.6,1,0,Credit Card,2023-02-09 05:00:00,4.0,3.3,False,DHL,51,High,0.53,4,91.6,False,Wrong Item,0.68
9393,28.0,Other,Suburban,527463,96057,Electronics,64.61,3,10,Debit Card,2023-02-09 06:00:00,5.0,1.0,True,FedEx,28,Low,0.12,5,174.45,False,Damaged,0.64
4507,61.0,Other,Urban,368821,48217,Home,170.02,3,10,COD,2023-02-09 07:00:00,4.0,3.3,False,DHL,53,High,0.4,4,459.05,False,No Longer Needed,0.17
7456,43.0,Female,Urban,150357,32066,Home,94.64,4,10,COD,2023-02-09 08:00:00,5.0,5.8,False,DHL,19,Low,0.75,6,340.7,False,,0.55
5212,54.0,Other,Suburban,155812,78347,Electronics,129.9,4,5,Net Banking,2023-02-09 09:00:00,4.0,3.4,False,Amazon Logistics,11,Low,0.74,10,493.62,False,Other,0.26
8970,40.0,Other,Rural,665904,46189,Electronics,70.93,4,5,Credit Card,2023-02-09 10:00:00,5.0,3.2,True,FedEx,36,High,0.77,3,269.53,False,Damaged,0.93
9766,46.0,Other,Rural,554500,84826,Beauty,142.35,4,10,Net Banking,2023-02-09 11:00:00,4.0,5.3,False,DHL,25,Medium,0.47,5,512.46,False,Wrong Item,0.47
1536,38.0,Female,Suburban,542957,73477,Beauty,138.64,3,15,Debit Card,2023-02-09 12:00:00,5.0,1.9,False,DHL,2,Low,0.37,2,353.53,False,Other,0.31
2625,65.0,Other,Suburban,546694,45489,Clothing,18.73,3,10,Debit Card,2023-02-09 13:00:00,2.0,4.3,False,FedEx,17,High,0.83,7,50.57,False,Damaged,0.95
8973,62.0,Male,Rural,285128,37284,Clothing,100.21,4,0,COD,2023-02-09 14:00:00,1.0,2.2,False,Amazon Logistics,58,High,0.17,8,400.84,False,,0.21
9577,62.0,Male,Rural,584699,34698,Home,105.85,1,15,Net Banking,2023-02-09 15:00:00,2.0,4.6,False,DHL,0,Medium,0.73,4,89.97,False,Other,0.49
9070,,Other,Rural,407678,53660,Electronics,85.01,2,0,Debit Card,2023-02-09 16:00:00,3.0,4.2,False,Amazon Logistics,18,Medium,0.89,4,170.02,False,,0.17
9666,44.0,Female,Suburban,310128,29637,Home,169.24,3,20,Debit Card,2023-02-09 17:00:00,4.0,2.4,False,Amazon Logistics,12,High,0.29,6,406.18,False,Wrong Item,0.09
9609,56.0,Female,Urban,688450,58024,Beauty,39.14,4,20,Debit Card,2023-02-09 18:00:00,5.0,,False,Amazon Logistics,42,Medium,0.2,5,125.25,False,Wrong Item,0.05
7490,57.0,Female,Suburban,931143,70405,Books,77.59,2,5,Credit Card,2023-02-09 19:00:00,,4.5,True,UPS,32,Low,0.51,5,147.42,False,,0.02
4600,30.0,Other,Rural,253877,71305,Beauty,57.53,4,5,COD,2023-02-09 20:00:00,2.0,0.2,False,FedEx,29,High,0.22,7,218.61,False,No Longer Needed,0.71
7783,40.0,Other,Urban,982412,43556,Books,151.5,4,5,Net Banking,2023-02-09 21:00:00,5.0,2.3,True,UPS,21,Medium,0.87,8,575.7,False,Damaged,0.39
5971,33.0,Male,Suburban,906575,92176,Electronics,48.57,1,20,Debit Card,2023-02-09 22:00:00,4.0,3.9,False,FedEx,26,High,0.24,4,38.86,False,No Longer Needed,0.92
2205,47.0,Female,Rural,208380,79561,Electronics,8.37,1,0,Credit Card,2023-02-09 23:00:00,3.0,2.5,False,Amazon Logistics,49,Medium,0.31,8,8.37,False,,0.63
2990,21.0,Male,Suburban,817833,82277,Electronics,121.57,3,15,Debit Card,2023-02-10 00:00:00,3.0,,False,Amazon Logistics,50,Low,0.89,4,310.0,False,Wrong Item,0.81
6299,57.0,Male,Urban,247089,13654,Clothing,93.04,4,5,Debit Card,2023-02-10 01:00:00,3.0,-0.1,False,Amazon Logistics,12,High,0.21,4,353.55,False,Other,0.28
4572,33.0,Female,Rural,556418,50428,Clothing,152.02,2,20,COD,2023-02-10 02:00:00,5.0,1.7,False,Amazon Logistics,7,Medium,0.88,2,243.23,False,Damaged,0.21
6975,,Other,Suburban,584075,48036,Books,140.62,3,5,Credit Card,2023-02-10 03:00:00,2.0,4.0,False,Amazon Logistics,52,Low,0.21,7,400.77,True,,0.44
7320,59.0,Other,Urban,141423,54549,Home,97.88,1,10,Debit Card,2023-02-10 04:00:00,3.0,1.9,False,UPS,59,Low,0.91,4,88.09,True,Other,0.83
5380,42.0,Male,Urban,141713,75355,Home,27.84,3,15,COD,2023-02-10 05:00:00,2.0,1.0,False,Amazon Logistics,49,Medium,0.32,4,70.99,False,Wrong Item,0.48
5757,61.0,Male,Suburban,581072,72119,Books,40.09,3,0,Credit Card,2023-02-10 06:00:00,3.0,4.6,False,Amazon Logistics,1,High,0.25,3,120.27,False,Wrong Item,0.55
3713,29.0,Male,Urban,698598,99096,Clothing,11.34,4,5,Debit Card,2023-02-10 07:00:00,3.0,3.8,False,Amazon Logistics,50,Medium,0.48,4,43.09,False,Wrong Item,0.36
6588,43.0,Male,Rural,888637,56257,Beauty,93.09,2,10,Net Banking,2023-02-10 08:00:00,4.0,1.4,False,UPS,18,Medium,0.37,1,167.56,False,No Longer Needed,0.59
1966,54.0,Female,Urban,415410,25987,Books,67.06,1,10,COD,2023-02-10 09:00:00,5.0,3.2,False,DHL,23,Low,0.2,6,60.35,True,Other,0.51
5944,65.0,Male,Suburban,767702,30810,Home,90.96,3,15,Debit Card,2023-02-10 10:00:00,4.0,1.4,False,FedEx,4,Medium,0.34,6,231.95,False,,0.46
4432,50.0,Male,Rural,818550,30311,Books,108.68,3,20,Debit Card,2023-02-10 11:00:00,2.0,2.8,False,FedEx,7,Medium,0.71,4,260.83,False,,0.55
1688,45.0,Other,Urban,706151,64478,Books,194.92,4,20,Credit Card,2023-02-10 12:00:00,2.0,,False,DHL,19,High,0.83,4,623.74,True,,0.42
5243,26.0,Other,Urban,776560,44920,Electronics,129.04,3,5,Net Banking,2023-02-10 13:00:00,5.0,1.8,False,DHL,56,Medium,0.82,6,367.76,False,No Longer Needed,0.79
4701,29.0,Other,Rural,238260,18738,Clothing,103.57,2,5,COD,2023-02-10 14:00:00,3.0,4.1,False,UPS,34,High,0.76,6,196.78,False,No Longer Needed,0.07
9533,22.0,Female,Rural,488377,83424,Electronics,21.76,4,20,Credit Card,2023-02-10 15:00:00,5.0,,False,FedEx,1,Medium,0.01,6,69.63,False,,0.35
6182,69.0,Female,Urban,364952,72232,Clothing,101.31,1,0,Debit Card,2023-02-10 16:00:00,3.0,3.4,False,DHL,5,Low,0.43,7,101.31,False,,0.75
7704,45.0,Other,Rural,375995,15474,Books,144.09,3,0,COD,2023-02-10 17:00:00,1.0,3.6,True,DHL,58,Medium,0.17,4,432.27,False,No Longer Needed,0.37
5422,52.0,Other,Suburban,574106,69026,Clothing,119.54,3,10,Debit Card,2023-02-10 18:00:00,1.0,0.8,False,UPS,15,High,0.07,3,322.76,False,No Longer Needed,0.47
2759,22.0,Male,Urban,296000,76024,Home,47.61,4,15,Debit Card,2023-02-10 19:00:00,5.0,5.0,False,UPS,46,High,0.74,3,161.87,False,Other,0.39
3482,51.0,Male,Suburban,623047,60974,Electronics,81.18,3,0,Net Banking,2023-02-10 20:00:00,1.0,2.9,False,Amazon Logistics,35,Medium,0.79,6,243.54,True,No Longer Needed,0.35
9058,63.0,Female,Urban,508274,34144,Books,103.67,1,5,Debit Card,2023-02-10 21:00:00,1.0,1.6,False,DHL,1,Medium,0.81,2,98.49,False,No Longer Needed,0.55
1951,51.0,Female,Suburban,638908,15622,Home,79.59,2,0,COD,2023-02-10 22:00:00,2.0,3.2,False,UPS,13,Medium,0.89,4,159.18,False,Wrong Item,0.16
9914,30.0,Male,Suburban,687283,62273,Clothing,69.14,2,15,Debit Card,2023-02-10 23:00:00,3.0,4.1,False,FedEx,37,High,0.59,4,117.54,False,,0.44
3079,56.0,Other,Rural,589982,49214,Clothing,-7.36,4,5,COD,2023-02-11 00:00:00,1.0,3.8,False,UPS,51,High,1.0,6,-27.97,False,Other,0.75
3717,59.0,Male,Urban,660969,67993,Home,61.59,3,15,Net Banking,2023-02-11 01:00:00,4.0,1.4,False,FedEx,25,Low,0.48,4,157.05,False,No Longer Needed,0.01
5524,62.0,Female,Rural,950941,35223,Clothing,112.56,4,20,Debit Card,2023-02-11 02:00:00,2.0,4.1,False,Amazon Logistics,58,Medium,0.88,4,360.19,True,Other,0.6
9477,65.0,Female,Rural,576555,31865,Electronics,143.76,4,15,Credit Card,2023-02-11 03:00:00,3.0,2.9,False,DHL,19,High,0.11,8,488.78,False,,0.98
8311,31.0,Male,Urban,167703,84108,Beauty,103.81,4,15,COD,2023-02-11 04:00:00,2.0,3.8,False,DHL,28,High,0.15,3,352.95,False,No Longer Needed,0.4
8186,28.0,Male,Suburban,823040,73649,Clothing,152.97,4,15,Debit Card,2023-02-11 05:00:00,4.0,1.8,False,UPS,57,High,0.59,10,520.1,False,Wrong Item,0.54
3065,59.0,Male,Urban,863416,53026,Books,96.07,4,5,Credit Card,2023-02-11 06:00:00,3.0,4.6,False,Amazon Logistics,3,High,0.12,7,365.07,False,No Longer Needed,0.14
1768,55.0,Female,Urban,404280,99037,Clothing,56.11,3,15,COD,2023-02-11 07:00:00,5.0,,False,DHL,19,Low,0.08,5,143.08,False,,0.71
6490,21.0,Other,Urban,322452,69207,Books,76.3,2,15,Credit Card,2023-02-11 08:00:00,5.0,4.8,True,UPS,23,High,0.2,6,129.71,False,Other,0.42
7645,50.0,Male,Rural,613795,36866,Clothing,124.95,2,10,Debit Card,2023-02-11 09:00:00,2.0,0.7,False,UPS,0,High,0.79,5,224.91,False,Wrong Item,0.77
6083,24.0,Female,Urban,980131,22416,Clothing,86.6,2,5,Net Banking,2023-02-11 10:00:00,5.0,0.9,False,UPS,24,Medium,0.93,4,164.54,False,Damaged,0.13
6232,58.0,Female,Urban,450600,35775,Books,67.88,3,15,Net Banking,2023-02-11 11:00:00,3.0,2.6,False,UPS,13,Low,0.33,5,173.09,False,Damaged,0.08
6797,25.0,Female,Urban,183086,39080,Electronics,22.12,3,0,Credit Card,2023-02-11 12:00:00,4.0,5.2,True,FedEx,34,Low,0.97,5,66.36,False,,0.28
5926,54.0,Male,Suburban,791703,80423,Beauty,55.34,4,15,Debit Card,2023-02-11 13:00:00,4.0,5.9,False,Amazon Logistics,52,Low,0.81,7,188.16,False,,0.17
7016,68.0,Male,Suburban,479673,29374,Beauty,80.15,2,0,Debit Card,2023-02-11 14:00:00,5.0,1.7,False,FedEx,20,Medium,0.23,7,160.3,False,Wrong Item,0.82
4335,27.0,Other,Suburban,380398,68451,Electronics,70.93,4,20,COD,2023-02-11 15:00:00,1.0,3.1,True,DHL,35,Low,0.59,5,226.98,False,Other,0.76
9038,60.0,Female,Suburban,423417,62599,Clothing,51.27,2,20,Debit Card,2023-02-11 16:00:00,1.0,3.2,False,Amazon Logistics,51,High,0.98,5,82.03,False,No Longer Needed,0.97
5873,32.0,Male,Rural,552827,92141,Beauty,177.87,1,5,Net Banking,2023-02-11 17:00:00,1.0,4.1,True,UPS,22,Low,0.85,8,168.98,False,Damaged,0.07
2481,55.0,Female,Rural,217574,25684,Electronics,130.02,3,5,Debit Card,2023-02-11 18:00:00,5.0,4.3,True,DHL,45,High,0.36,8,370.56,False,Damaged,0.29
7305,32.0,Female,Urban,739135,34002,Electronics,209.61,1,20,COD,2023-02-11 19:00:00,5.0,1.3,False,UPS,19,Low,0.31,3,167.69,False,,0.97
4451,22.0,Other,Rural,205547,32972,Beauty,19.74,2,5,COD,2023-02-11 20:00:00,5.0,3.1,False,DHL,25,Low,0.82,6,37.51,False,,0.11
1054,46.0,Male,Suburban,553218,76153,Books,115.66,4,0,Debit Card,2023-02-11 21:00:00,3.0,-0.0,True,Amazon Logistics,50,High,0.55,5,462.64,False,Other,0.49
8643,36.0,Male,Urban,637214,56404,Home,78.27,3,0,Debit Card,2023-02-11 22:00:00,1.0,4.2,False,Amazon Logistics,26,Medium,0.16,9,234.81,False,Wrong Item,0.66
4462,68.0,Female,Urban,854719,16309,Books,100.98,3,10,COD,2023-02-11 23:00:00,2.0,2.5,False,FedEx,40,Medium,0.33,2,272.65,False,Damaged,0.23
1832,27.0,Female,Suburban,557480,94675,Clothing,192.54,4,5,COD,2023-02-12 00:00:00,3.0,1.2,True,Amazon Logistics,13,Medium,0.66,7,731.65,False,Other,0.78
6954,29.0,Other,Suburban,608237,78326,Books,13.03,1,5,Credit Card,2023-02-12 01:00:00,3.0,3.5,False,DHL,35,High,0.15,3,12.38,False,Wrong Item,0.85
9519,21.0,Other,Suburban,611500,17826,Home,71.36,1,10,Net Banking,2023-02-12 02:00:00,5.0,2.4,False,Amazon Logistics,3,High,0.7,6,64.22,False,Damaged,0.4
8221,,Other,Rural,451671,22134,Home,62.59,1,15,Net Banking,2023-02-12 03:00:00,5.0,4.9,False,Amazon Logistics,25,Low,0.71,4,53.2,False,No Longer Needed,0.7
4310,35.0,Other,Urban,469531,29693,Electronics,71.5,1,0,Credit Card,2023-02-12 04:00:00,3.0,1.7,False,Amazon Logistics,43,Low,0.27,6,71.5,False,Other,0.53
4300,33.0,Other,Suburban,389707,14054,Clothing,-5.53,3,15,Credit Card,2023-02-12 05:00:00,5.0,6.3,False,UPS,39,High,0.4,4,-14.1,False,Damaged,0.68
7722,57.0,Other,Urban,265202,26090,Electronics,164.27,2,10,Net Banking,2023-02-12 06:00:00,1.0,4.3,False,UPS,59,Low,0.94,5,295.69,False,Wrong Item,0.45
8218,53.0,Female,Urban,887357,99344,Books,166.25,4,5,COD,2023-02-12 07:00:00,3.0,4.9,False,Amazon Logistics,15,Low,0.75,3,631.75,True,Damaged,0.03
8776,42.0,Other,Rural,675883,25569,Books,129.09,2,15,Net Banking,2023-02-12 08:00:00,3.0,1.5,False,DHL,42,Medium,0.79,3,219.45,False,No Longer Needed,0.32
4675,40.0,Female,Urban,230249,42227,Beauty,33.08,2,5,COD,2023-02-12 09:00:00,3.0,5.7,False,Amazon Logistics,38,High,0.52,6,62.85,False,,0.29
4054,29.0,Female,Suburban,640609,16508,Electronics,113.88,1,10,Net Banking,2023-02-12 10:00:00,5.0,1.2,False,DHL,19,Medium,0.21,6,102.49,False,,0.92
8970,51.0,Male,Suburban,267820,26608,Electronics,143.3,2,20,COD,2023-02-12 11:00:00,3.0,2.7,False,Amazon Logistics,45,Low,0.59,5,229.28,False,Other,0.44
3143,53.0,Female,Urban,795388,99059,Electronics,119.42,1,5,Net Banking,2023-02-12 12:00:00,2.0,5.0,False,UPS,23,Low,0.77,6,113.45,True,Wrong Item,0.9
6207,54.0,Female,Urban,378295,85969,Electronics,97.53,1,15,Credit Card,2023-02-12 13:00:00,2.0,3.8,False,DHL,9,Medium,0.0,9,82.9,False,No Longer Needed,0.01
3538,20.0,Other,Rural,176133,34520,Home,170.53,2,15,Debit Card,2023-02-12 14:00:00,1.0,1.1,False,FedEx,1,High,0.11,5,289.9,False,Wrong Item,0.63
5547,26.0,Female,Suburban,134187,87424,Beauty,64.54,4,10,Debit Card,2023-02-12 15:00:00,3.0,4.7,False,UPS,44,Low,0.47,4,232.34,False,Other,0.46
6619,35.0,Other,Suburban,143835,40932,Clothing,91.56,2,15,Debit Card,2023-02-12 16:00:00,3.0,3.5,False,UPS,8,High,0.44,3,155.65,False,No Longer Needed,0.04
9356,60.0,Other,Urban,362203,29734,Clothing,131.28,2,0,COD,2023-02-12 17:00:00,5.0,2.4,False,Amazon Logistics,17,Medium,0.98,9,262.56,False,Damaged,0.47
7612,52.0,Other,Urban,594044,79363,Clothing,115.89,3,5,Debit Card,2023-02-12 18:00:00,4.0,0.7,True,FedEx,41,Low,0.09,1,330.29,False,,0.38
6005,51.0,Male,Urban,316789,60555,Home,128.0,1,0,Net Banking,2023-02-12 19:00:00,4.0,,False,DHL,45,Medium,0.32,8,128.0,True,Damaged,0.21
1822,58.0,Other,Suburban,127235,26257,Beauty,126.68,3,10,Debit Card,2023-02-12 20:00:00,3.0,2.8,False,FedEx,29,High,0.82,3,342.04,False,Damaged,0.08
1943,31.0,Female,Urban,718496,42194,Beauty,126.24,4,0,COD,2023-02-12 21:00:00,1.0,3.2,False,Amazon Logistics,2,Low,0.61,4,504.96,False,Wrong Item,0.79
7150,21.0,Other,Rural,167114,26793,Home,81.76,2,0,COD,2023-02-12 22:00:00,2.0,0.6,False,UPS,28,High,0.56,5,163.52,False,Wrong Item,0.61
5425,46.0,Other,Rural,800726,44684,Electronics,65.12,3,5,COD,2023-02-12 23:00:00,3.0,2.4,False,FedEx,53,High,0.74,9,185.59,False,Other,0.59
9966,58.0,Other,Urban,753479,63219,Books,106.86,3,5,Net Banking,2023-02-13 00:00:00,,3.7,False,DHL,6,Low,0.04,2,304.55,False,Damaged,0.91
3198,62.0,Male,Rural,999263,12859,Electronics,175.56,2,20,COD,2023-02-13 01:00:00,1.0,5.8,False,DHL,24,Medium,0.95,7,280.9,False,Damaged,0.01
5242,67.0,Female,Rural,484033,49840,Clothing,98.76,2,0,Net Banking,2023-02-13 02:00:00,1.0,2.7,True,UPS,23,Low,0.19,5,197.52,False,Damaged,0.54
4695,32.0,Male,Rural,881345,69327,Electronics,129.97,1,5,COD,2023-02-13 03:00:00,4.0,5.2,False,Amazon Logistics,42,High,0.08,6,123.47,False,,0.95
4452,45.0,Female,Rural,705871,44819,Home,105.62,1,0,Credit Card,2023-02-13 04:00:00,3.0,4.2,False,UPS,5,High,0.34,2,105.62,False,No Longer Needed,0.45
2308,59.0,Male,Rural,132160,95621,Clothing,201.69,3,0,COD,2023-02-13 05:00:00,3.0,3.4,False,FedEx,14,High,0.7,5,605.07,False,,0.47
5177,33.0,Female,Suburban,985443,83750,Books,93.1,2,10,Debit Card,2023-02-13 06:00:00,5.0,1.5,True,Amazon Logistics,14,Low,0.23,6,167.58,True,Damaged,0.07
9705,29.0,Male,Urban,891709,51704,Clothing,130.14,1,10,Debit Card,2023-02-13 07:00:00,2.0,1.5,False,DHL,39,High,0.05,7,117.13,False,Other,0.7
7852,69.0,Other,Rural,866809,76137,Electronics,64.06,1,0,Credit Card,2023-02-13 08:00:00,5.0,3.9,False,Amazon Logistics,26,Low,0.06,6,64.06,False,No Longer Needed,0.76
7035,22.0,Male,Urban,947182,70379,Beauty,43.98,4,10,COD,2023-02-13 09:00:00,5.0,2.2,False,Amazon Logistics,58,Low,0.26,5,158.33,False,No Longer Needed,0.14
4594,51.0,Male,Rural,681190,34318,Beauty,99.65,3,5,Debit Card,2023-02-13 10:00:00,2.0,2.1,False,FedEx,20,High,0.14,3,284.0,False,Damaged,0.64
5841,59.0,Other,Suburban,311270,90987,Beauty,159.05,3,0,Debit Card,2023-02-13 11:00:00,3.0,2.7,False,UPS,57,High,0.37,4,477.15,False,,0.37
2409,18.0,Other,Suburban,741137,73956,Clothing,131.68,3,10,Net Banking,2023-02-13 12:00:00,4.0,2.8,False,FedEx,57,High,0.17,3,355.54,False,,0.56
5566,56.0,Female,Rural,197052,15274,Beauty,-4.32,2,5,Net Banking,2023-02-13 13:00:00,2.0,4.4,False,DHL,44,Medium,0.34,7,-8.21,False,Wrong Item,0.67
5491,49.0,Female,Rural,752182,28226,Home,136.64,4,0,COD,2023-02-13 14:00:00,1.0,2.2,False,UPS,31,Medium,0.44,4,546.56,False,,0.1
2555,43.0,Female,Rural,263233,53634,Books,23.43,1,0,Credit Card,2023-02-13 15:00:00,3.0,4.2,False,Amazon Logistics,31,Medium,0.74,10,23.43,False,No Longer Needed,0.3
1804,34.0,Male,Suburban,537715,74501,Beauty,142.0,4,10,COD,2023-02-13 16:00:00,2.0,3.7,False,FedEx,11,High,0.23,4,511.2,False,Other,0.84
2279,65.0,Female,Suburban,787246,29046,Home,127.22,1,5,Net Banking,2023-02-13 17:00:00,,0.5,False,Amazon Logistics,43,High,0.48,10,120.86,False,Damaged,0.17
8083,44.0,Male,Urban,502016,84210,Home,92.51,1,0,Net Banking,2023-02-13 18:00:00,,3.4,True,FedEx,8,Medium,0.82,4,92.51,True,,0.65
6986,,Male,Suburban,149460,94559,Clothing,136.36,4,0,COD,2023-02-13 19:00:00,4.0,-1.0,False,DHL,19,Low,0.99,5,545.44,False,No Longer Needed,0.84
6619,52.0,Female,Rural,491568,31910,Clothing,86.79,3,20,COD,2023-02-13 20:00:00,5.0,1.7,False,DHL,48,Medium,0.56,4,208.3,False,Wrong Item,0.62
2387,63.0,Female,Urban,170975,21503,Books,107.47,2,0,COD,2023-02-13 21:00:00,5.0,3.7,False,FedEx,14,Medium,0.43,5,214.94,False,Damaged,0.79
3679,,Male,Suburban,640856,58392,Books,28.09,4,20,COD,2023-02-13 22:00:00,2.0,3.0,False,DHL,12,Low,0.63,7,89.89,False,Damaged,0.49
3106,56.0,Other,Suburban,269164,71472,Electronics,87.19,3,20,Credit Card,2023-02-13 23:00:00,2.0,0.3,False,Amazon Logistics,45,Medium,0.49,6,209.26,False,,0.88
9173,43.0,Other,Rural,686967,80904,Books,146.19,3,5,Debit Card,2023-02-14 00:00:00,5.0,1.3,False,UPS,7,Medium,0.16,4,416.64,False,,0.68
5223,66.0,Male,Urban,165781,99063,Clothing,33.44,2,15,COD,2023-02-14 01:00:00,4.0,,True,FedEx,20,Medium,0.46,5,56.85,False,No Longer Needed,0.34
5831,55.0,Female,Suburban,370574,55335,Home,140.93,2,20,Debit Card,2023-02-14 02:00:00,3.0,1.0,True,Amazon Logistics,44,Low,0.98,4,225.49,False,,0.52
3768,40.0,Male,Suburban,566935,32487,Electronics,-0.94,3,5,Net Banking,2023-02-14 03:00:00,5.0,3.9,False,FedEx,24,Low,0.64,4,-2.68,False,Wrong Item,0.65
4186,39.0,Male,Rural,662980,46593,Books,40.52,2,10,Debit Card,2023-02-14 04:00:00,2.0,2.2,False,UPS,34,Medium,0.28,6,72.94,False,Other,0.79
3573,21.0,Female,Urban,130086,85927,Home,84.26,3,20,COD,2023-02-14 05:00:00,4.0,3.3,False,DHL,56,High,0.95,6,202.22,False,Other,0.17
3599,66.0,Other,Urban,936103,19874,Clothing,107.68,1,15,Debit Card,2023-02-14 06:00:00,4.0,3.0,False,UPS,39,Medium,0.39,2,91.53,False,Wrong Item,0.99
5033,26.0,Male,Urban,329334,64822,Beauty,71.36,2,10,COD,2023-02-14 07:00:00,2.0,3.0,False,UPS,29,Low,0.39,2,128.45,False,,0.15
9428,21.0,Other,Urban,244973,63948,Electronics,70.0,1,20,COD,2023-02-14 08:00:00,1.0,4.5,False,FedEx,30,Low,0.62,4,56.0,False,No Longer Needed,0.54
2304,24.0,Other,Rural,366051,13608,Home,155.36,2,20,Net Banking,2023-02-14 09:00:00,4.0,2.7,False,UPS,5,Low,0.57,2,248.58,False,No Longer Needed,0.02
8368,40.0,Female,Suburban,329652,64501,Clothing,159.43,3,15,COD,2023-02-14 10:00:00,5.0,4.4,False,DHL,10,High,0.29,2,406.55,False,Damaged,0.44
6877,19.0,Male,Suburban,128604,63912,Clothing,78.78,3,0,Net Banking,2023-02-14 11:00:00,1.0,-0.7,False,FedEx,41,High,0.47,4,236.34,False,Other,0.0
